Country Group,Country,indicator code,ISO,Subject Descriptor,Units,Scale,notes,2019,2020,2021,2022,FY,latitude,longitude
Emerging Middle East,Azerbaijan,NGDPD,AZE,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",48,43,55,79,2022.0,40.143105,47.576927
Emerging Middle East,Azerbaijan,PPPEX,AZE,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",1,0,1,1,2022.0,40.143105,47.576927
Emerging Middle East,Azerbaijan,NID_NGDP,AZE,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 Notes: Data prior to 2001 cannot be confirmed at this time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1994 Primary domestic currency: Azerbaijan manat Data last updated: 09/2023",20,24,17,15,2022.0,40.143105,47.576927
Emerging Middle East,Azerbaijan,PCPIPCH,AZE,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3,3,7,14,2022.0,40.143105,47.576927
Emerging Middle East,Azerbaijan,LP,AZE,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Notes: Data prior to 2005 cannot be confirmed at this time. Primary domestic currency: Azerbaijan manat Data last updated: 09/2023,10,10,10,10,2022.0,40.143105,47.576927
Emerging Middle East,Djibouti,NGDP,DJI,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2013 Chain-weighted: No Primary domestic currency: Djibouti franc Data last updated: 09/2023,549,566,602,651,2022.0,11.825138,42.590275
Emerging Middle East,Djibouti,NGDPD,DJI,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3,3,3,4,2022.0,11.825138,42.590275
Emerging Middle East,Djibouti,PPPEX,DJI,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",103,103,101,99,2022.0,11.825138,42.590275
Emerging Middle East,Djibouti,NID_NGDP,DJI,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2013 Chain-weighted: No Primary domestic currency: Djibouti franc Data last updated: 09/2023,2,1,31,25,2022.0,11.825138,42.590275
Emerging Middle East,Djibouti,PCPIPCH,DJI,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3,2,1,5,2022.0,11.825138,42.590275
Emerging Middle East,Djibouti,LP,DJI,Population,Persons,Millions,"Source: Official population data are not available. Data prior to 1993 are taken from the World Bank World Development Indicators; other data are from U.N. sources, 2022. Latest actual data: 2021 Primary domestic currency: Djibouti franc Data last updated: 09/2023",1,1,1,1,2021.0,11.825138,42.590275
Emerging Middle East,Egypt,NGDP,EGY,"Gross domestic product, current prices",National currency,Billions,Source: Ministry of Economy and/or Planning. Ministry of Planning Latest actual data: FY2021/22 Notes: Data prior to 1987 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Data refer to fiscal years Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: July/June Base year: FY2021/22 Chain-weighted: No Primary domestic currency: Egyptian pound Data last updated: 09/2023,5596,6153,6663,7843,2022.0,26.820553,30.802498
Emerging Middle East,Egypt,NGDPD,EGY,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",318,383,423,475,2022.0,26.820553,30.802498
Emerging Middle East,Egypt,PPPEX,EGY,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",4,5,5,5,2022.0,26.820553,30.802498
Emerging Middle East,Egypt,NID_NGDP,EGY,Total investment,Percent of GDP,,Source: Ministry of Economy and/or Planning. Ministry of Planning Latest actual data: FY2021/22 Notes: Data prior to 1987 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Data refer to fiscal years Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: July/June Base year: FY2021/22 Chain-weighted: No Primary domestic currency: Egyptian pound Data last updated: 09/2023,20,16,15,17,2022.0,26.820553,30.802498
Emerging Middle East,Egypt,PCPIPCH,EGY,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",14,6,5,9,2022.0,26.820553,30.802498
Emerging Middle East,Egypt,LP,EGY,Population,Persons,Millions,Source: Central Agency for Public Mobilization and Statistics (CAPMAS) Latest actual data: FY2020/21 Primary domestic currency: Egyptian pound Data last updated: 09/2023,98,101,102,104,2021.0,26.820553,30.802498
Emerging Middle East,Jordan,NID_NGDP,JOR,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: No Primary domestic currency: Jordanian dinar Data last updated: 08/2023,19,18,18,16,2021.0,30.585164,36.238414
Emerging Middle East,Jordan,NGDP,JOR,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: No Primary domestic currency: Jordanian dinar Data last updated: 08/2023,32,31,32,34,2021.0,30.585164,36.238414
Emerging Middle East,Jordan,NGDPD,JOR,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",45,44,45,48,2021.0,30.585164,36.238414
Emerging Middle East,Jordan,PPPEX,JOR,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0,0,0,0,2021.0,30.585164,36.238414
Emerging Middle East,Jordan,PCPIPCH,JOR,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",1,0,1,4,2021.0,30.585164,36.238414
Emerging Middle East,Jordan,LP,JOR,Population,Persons,Millions,Source: UN Latest actual data: 2021 Primary domestic currency: Jordanian dinar Data last updated: 08/2023,10,10,10,10,2021.0,30.585164,36.238414
Emerging Middle East,Georgia,NGDP,GEO,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2022 Notes: Data prior to 1996 cannot be confirmed by national sources. Data prior to 2010 are based on staff estimates. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1996 Primary domestic currency: Georgian lari Data last updated: 08/2023",49,49,60,72,2022.0,42.315407,43.356892
Emerging Middle East,Georgia,NGDPD,GEO,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",17,16,19,25,2022.0,42.315407,43.356892
Emerging Middle East,Georgia,PPPEX,GEO,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",1,1,1,1,2022.0,42.315407,43.356892
Emerging Middle East,Georgia,NID_NGDP,GEO,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 Notes: Data prior to 1996 cannot be confirmed by national sources. Data prior to 2010 are based on staff estimates. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1996 Primary domestic currency: Georgian lari Data last updated: 08/2023",25,24,19,21,2022.0,42.315407,43.356892
Emerging Middle East,Georgia,PCPIPCH,GEO,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",5,5,10,12,2022.0,42.315407,43.356892
Emerging Middle East,Georgia,LP,GEO,Population,Persons,Millions,"Source: National Statistics Office. Census surveys were conducted in 2002 and 2014. Data from 2003 to 2013 have been computed via linear interpolation and are inconsistent with data from the authorities which have not been back-cast following the results of the 2014 census Latest actual data: 2022 Notes: Excludes population of territories not controlled by the Georgian government (Abkhazia and South Ossetia) starting in 1993. Prior to 1993, population numbers include Abkhazia and South Ossetia Primary domestic currency: Georgian lari Data last updated: 08/2023",4,4,4,4,2022.0,42.315407,43.356892
Emerging Middle East,Lebanon,NGDPD,LBN,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",51,24,20,22,2020.0,33.854721,35.862285
Emerging Middle East,Lebanon,PPPEX,LBN,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",774,1231,2837,7025,2020.0,33.854721,35.862285
Emerging Middle East,Lebanon,NID_NGDP,LBN,Total investment,Percent of GDP,,,0,0,0,0,,33.854721,35.862285
Emerging Middle East,Lebanon,NGDP,LBN,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 Notes: We use a weighted average of the official and parallel exchange rates for 2019-21. Starting in 2022, the exchange rate applied throughout the series is the parallel market exchange rate. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010. Official quarterly data are based on 2015; annual on 2010. We re-base quarterly data in our files. Chain-weighted: Yes, from 2010. Official quarterly data are based on 2015; annual on 2010. We re-base quarterly data in our files. Primary domestic currency: Lebanese pound Data last updated: 08/2023",80196,95700,207401,549613,2020.0,33.854721,35.862285
